Brand,Price,Body,Mileage,EngV,EngineType,Registration,Year,Model,Drive
BMW,27800,crossover,140,3,Diesel,yes,2009,5 Series,full
BMW,34900,crossover,65,2,Petrol,yes,2013,5 Series,full
BMW,4500,vagon,360,2,Petrol,yes,1993,5 Series,rear
BMW,28000,other,100,5,Petrol,yes,2005,5 Series,
BMW,32500,sedan,148,3,Petrol,yes,2011,5 Series,rear
BMW,3500,sedan,280,NA,Petrol,no,1996,5 Series,rear
BMW,17500,crossover,210,3,Diesel,yes,2005,5 Series,
BMW,85900,crossover,19,3,Diesel,yes,2015,5 Series,full
BMW,5000,other,300,1.8,Petrol,yes,1994,5 Series,rear
BMW,12090,hatch,145,1.6,Petrol,yes,2010,5 Series,rear
BMW,26500,sedan,70,3,Petrol,yes,2008,5 Series,rear
BMW,139000,crossover,0,4.4,Petrol,yes,2016,5 Series,full
BMW,23500,crossover,74,2,Petrol,yes,2010,5 Series,rear
BMW,0,crossover,4,4.4,Petrol,yes,2016,5 Series,full
BMW,24500,crossover,195,4.8,Petrol,yes,2007,5 Series,full
BMW,66500,crossover,0,2,Other,yes,2016,5 Series,full
BMW,27900,crossover,140,3,Diesel,yes,2009,5 Series,full
BMW,2700,sedan,220,2.5,Petrol,no,2002,5 Series,rear
BMW,8100,sedan,246,3,Diesel,yes,2000,5 Series,rear
BMW,23900,crossover,60,2,Petrol,yes,2013,5 Series,rear
BMW,34900,crossover,110,4.4,Petrol,yes,2010,5 Series,full
BMW,44000,crossover,80,3,Diesel,yes,2012,5 Series,full
BMW,60500,crossover,1,2,Diesel,yes,2016,5 Series,full
BMW,8900,sedan,250,2.5,Petrol,yes,2000,5 Series,rear
BMW,45000,sedan,29,2,Diesel,yes,2016,5 Series,rear
BMW,25000,crossover,130,3,Diesel,yes,2012,5 Series,full
BMW,45500,other,26,2,Diesel,yes,2015,5 Series,rear
BMW,9500,sedan,400,3.5,Gas,yes,1999,5 Series,rear
BMW,14990,sedan,135,2.5,Petrol,yes,2005,5 Series,full
BMW,0,crossover,15,4.39,Petrol,yes,2015,5 Series,full
BMW,14000,crossover,164,3,Diesel,no,2006,5 Series,full
BMW,67431,crossover,0,2,Diesel,yes,2016,5 Series,full
BMW,40755,sedan,0,2,Petrol,yes,2016,5 Series,rear
BMW,37976.25,sedan,0,2,Petrol,yes,2016,5 Series,rear
BMW,65393.25,crossover,0,2,Diesel,yes,2016,5 Series,full
BMW,70000,sedan,16,3,Diesel,yes,2014,5 Series,full
BMW,1900,sedan,200,1.8,Gas,no,1994,5 Series,rear
BMW,9500,sedan,217,2.2,Petrol,yes,2002,5 Series,rear
BMW,3900,sedan,330,3,Diesel,no,2000,5 Series,rear
BMW,5300,sedan,147,2.2,Gas,no,2001,5 Series,rear
BMW,0,crossover,16,NA,Other,yes,2016,5 Series,
BMW,0,sedan,1,3,Petrol,yes,2010,5 Series,rear
BMW,10999,other,162,2.2,Petrol,yes,2002,5 Series,rear
BMW,24700,other,85,4.4,Petrol,yes,2004,5 Series,rear
BMW,75555,sedan,30,4.4,Petrol,yes,2014,5 Series,full
BMW,37500,crossover,115,3,Diesel,yes,2008,5 Series,full
BMW,6500,sedan,280,2,Petrol,yes,1997,5 Series,rear
BMW,6899,vagon,320,2.8,Gas,yes,1997,5 Series,rear
BMW,21700,crossover,125,3,Petrol,yes,2007,5 Series,full
BMW,6900,sedan,238,3.5,Petrol,yes,1999,5 Series,rear
BMW,4100,sedan,26,3,Diesel,no,2001,5 Series,rear
BMW,14200,sedan,135,3,Gas,yes,2004,5 Series,rear
BMW,3300,sedan,233,28,Petrol,no,1997,5 Series,rear
BMW,42900,sedan,2,2,Petrol,yes,2016,5 Series,rear
BMW,7000,sedan,400,2.8,Petrol,yes,1998,5 Series,rear
BMW,48550,other,147,4,Diesel,yes,2012,5 Series,full
BMW,5400,sedan,404,2.5,Petrol,yes,1992,5 Series,rear
BMW,27500,sedan,170,2,Diesel,yes,2011,5 Series,rear
BMW,8800,crossover,284,3,Diesel,no,2004,5 Series,full
BMW,4500,sedan,28,1.9,Petrol,yes,1995,5 Series,
BMW,3800,sedan,250,3,Diesel,no,2002,5 Series,rear
BMW,12200,sedan,239,3,Diesel,yes,2001,5 Series,rear
BMW,4500,sedan,230,4,Gas,yes,1994,5 Series,rear
BMW,2300,sedan,189,1.8,Petrol,no,2002,5 Series,rear
BMW,14500,sedan,215,NA,Petrol,yes,2006,5 Series,full
BMW,20500,crossover,285,4.8,Petrol,yes,2006,5 Series,full
BMW,3999,sedan,250,3,Diesel,no,2000,5 Series,rear
BMW,5000,other,75,1.9,Petrol,no,1998,5 Series,rear
BMW,25000,crossover,150,30,Petrol,yes,2007,5 Series,full
BMW,33000,crossover,200,3,Diesel,yes,2010,5 Series,full
BMW,14300,sedan,217,3,Diesel,yes,2005,5 Series,rear
BMW,13200,sedan,150,2.2,Petrol,yes,2004,5 Series,rear
BMW,25500,crossover,210,3,Gas,yes,2008,5 Series,
BMW,2500,vagon,250,2.5,Diesel,no,2000,5 Series,rear
BMW,3950,sedan,300,2,Petrol,yes,1986,5 Series,rear
BMW,8400,sedan,297,2.2,Petrol,yes,2000,5 Series,rear
BMW,19900,other,129,2,Petrol,yes,2008,5 Series,rear
BMW,5850,sedan,250,4.5,Gas,yes,2001,5 Series,rear
BMW,2600,sedan,250,1.6,Petrol,yes,1996,5 Series,rear
BMW,42000,sedan,71,2.99,Petrol,yes,2011,5 Series,full
BMW,3400,vagon,191,2,Diesel,no,2002,5 Series,rear
BMW,13500,sedan,138,2.5,Petrol,yes,2004,5 Series,rear
BMW,4850,sedan,280,3,Diesel,no,1999,5 Series,rear
BMW,4700,sedan,200,2.5,Petrol,yes,1995,5 Series,rear
BMW,75000,crossover,20,3,Diesel,yes,2014,5 Series,full
BMW,17200,crossover,308,4.6,Gas,yes,2003,5 Series,full
BMW,0,sedan,65,2,Petrol,yes,2012,5 Series,rear
BMW,45000,crossover,80,3,Petrol,yes,2011,5 Series,full
BMW,28000,sedan,127,2.5,Petrol,yes,2010,5 Series,rear
BMW,23500,crossover,180,4.8,Petrol,yes,2008,5 Series,full
BMW,21700,crossover,101,2.5,Gas,yes,2007,5 Series,full
BMW,15250,other,144,3,Petrol,yes,2004,5 Series,rear
BMW,10600,sedan,285,2,Diesel,yes,2007,5 Series,
BMW,26900,crossover,140,4.8,Petrol,yes,2009,5 Series,full
BMW,57000,other,20,3.5,Petrol,yes,2013,5 Series,
BMW,10800,sedan,180,2,Petrol,yes,2002,5 Series,rear
BMW,4300,sedan,240,2.5,Diesel,no,2002,5 Series,rear
BMW,42500,crossover,29,3,Petrol,yes,2011,5 Series,full
BMW,38000,sedan,61,NA,Petrol,yes,2013,5 Series,rear
BMW,33500,sedan,65,2,Petrol,yes,2013,5 Series,rear
BMW,32000,crossover,138,3,Petrol,yes,2009,5 Series,full
BMW,8100,crossover,175,3,Gas,no,2005,5 Series,full
BMW,14000,crossover,240,4.4,Gas,yes,2002,5 Series,full
BMW,18000,sedan,180,2,Other,no,2011,5 Series,rear
BMW,9500,sedan,315,2.5,Diesel,yes,2001,5 Series,rear
BMW,8200,sedan,238,3,Diesel,no,2004,5 Series,rear
BMW,71500,crossover,19,2.5,Diesel,yes,2015,5 Series,full
BMW,8999,other,160,1.8,Petrol,yes,1997,5 Series,rear
BMW,4900,sedan,295,2,Petrol,yes,1994,5 Series,rear
BMW,28000,crossover,116,NA,Petrol,yes,2008,5 Series,full
BMW,34500,sedan,45,2,Petrol,yes,2013,5 Series,full
BMW,23000,other,100,NA,Other,yes,2005,5 Series,
BMW,3200,sedan,178,1.9,Petrol,no,2001,5 Series,rear
BMW,5400,crossover,250,3,Petrol,no,2003,5 Series,full
BMW,5500,sedan,402,2,Petrol,yes,1988,5 Series,
BMW,32500,sedan,131,2,Diesel,yes,2010,5 Series,rear
BMW,2666,sedan,360,2.5,Diesel,no,1996,5 Series,rear
BMW,27300,sedan,155,2,Diesel,yes,2012,5 Series,rear
BMW,51000,sedan,97,3,Diesel,yes,2011,5 Series,rear
BMW,38500,sedan,140,2,Diesel,yes,2012,5 Series,rear
BMW,45200,crossover,68,3,Diesel,yes,2012,5 Series,full
BMW,32500,sedan,134,2,Diesel,yes,2010,5 Series,rear
BMW,5000,sedan,270,3,Diesel,yes,2000,5 Series,rear
BMW,11500,sedan,290,3,Diesel,yes,2001,5 Series,rear
BMW,117000,crossover,1,NA,Other,yes,2016,5 Series,
BMW,3700,other,110,2.5,Petrol,yes,1983,5 Series,rear
BMW,6700,sedan,370,2,Petrol,yes,1997,5 Series,rear
BMW,13000,sedan,220,2.5,Petrol,yes,2005,5 Series,rear
BMW,15299,other,136,NA,Petrol,yes,2008,5 Series,rear
BMW,7400,sedan,277,3.5,Gas,yes,1998,5 Series,rear
BMW,4700,sedan,230,2.5,Petrol,yes,1990,5 Series,rear
BMW,11900,sedan,300,2.5,Gas,yes,2004,5 Series,rear
BMW,18500,crossover,250,4.4,Gas,yes,2005,5 Series,full
BMW,7000,sedan,338,NA,Petrol,yes,1997,5 Series,rear
BMW,48900,crossover,60,3,Diesel,yes,2011,5 Series,full
BMW,25500,crossover,187,4.8,Gas,yes,2007,5 Series,
BMW,25999,sedan,80,2,Petrol,yes,2012,5 Series,rear
BMW,24100,vagon,112,3,Petrol,yes,2011,5 Series,full
BMW,8000,crossover,214,4.4,Petrol,no,2000,5 Series,full
BMW,14300,sedan,198,NA,Petrol,yes,2005,5 Series,rear
BMW,15200,sedan,227,2.5,Petrol,yes,2008,5 Series,rear
BMW,9000,sedan,245,3,Diesel,yes,2001,5 Series,rear
BMW,6600,sedan,285,2.5,Petrol,yes,1999,5 Series,rear
BMW,26800,sedan,47,2,Petrol,yes,2013,5 Series,rear
BMW,65500,crossover,1,2,Diesel,yes,2016,5 Series,full
BMW,33000,sedan,60,NA,Petrol,yes,2012,5 Series,rear
BMW,22100,hatch,42,1.6,Petrol,yes,2013,5 Series,rear
BMW,11600,sedan,142,2,Petrol,yes,2005,5 Series,rear
BMW,9000,sedan,225,2.2,Gas,yes,2002,5 Series,rear
BMW,2650,vagon,335,2,Petrol,no,2000,5 Series,rear
BMW,4600,sedan,340,2,Gas,yes,1995,5 Series,rear
BMW,41000,crossover,80,3,Petrol,yes,2012,5 Series,full
BMW,9000,sedan,175,3,Petrol,no,2006,5 Series,full
BMW,2200,sedan,460,2.4,Diesel,yes,1988,5 Series,rear
BMW,137000,crossover,2,4.4,Petrol,yes,2016,5 Series,full
BMW,7777,other,375,4,Diesel,yes,2000,5 Series,
BMW,10500,hatch,220,2,Petrol,yes,2005,5 Series,rear
BMW,16400,sedan,187,4.8,Gas,yes,2007,5 Series,rear
BMW,3499,sedan,101,2.5,Petrol,yes,1990,5 Series,rear
BMW,18500,sedan,114,2,Gas,yes,2008,5 Series,rear
BMW,36900,sedan,81,3,Diesel,yes,2010,5 Series,rear
BMW,2200,sedan,290,2.5,Gas,yes,1997,5 Series,
BMW,17300,sedan,180,3,Diesel,yes,2007,5 Series,rear
BMW,7800,sedan,310,2,Gas,yes,2000,5 Series,rear
BMW,32900,crossover,90,3,Petrol,yes,2008,5 Series,full
BMW,36500,sedan,33,2,Diesel,yes,2014,5 Series,rear
BMW,19900,other,95,4.5,Petrol,yes,2005,5 Series,rear
BMW,27900,sedan,38,2,Petrol,yes,2013,5 Series,rear
BMW,23500,crossover,140,4.8,Petrol,yes,2008,5 Series,full
BMW,8700,other,212,3,Diesel,no,2004,5 Series,rear
BMW,2850,sedan,386,5,Gas,yes,1988,5 Series,rear
BMW,6100,sedan,205,1.8,Petrol,yes,2001,5 Series,rear
BMW,72900,crossover,16,3,Diesel,yes,2015,5 Series,full
BMW,8900,sedan,234,3.5,Gas,yes,1999,5 Series,rear
BMW,11700,sedan,316,NA,Diesel,yes,2001,5 Series,rear
BMW,2050,vagon,300,2.5,Diesel,no,1997,5 Series,rear
BMW,4000,sedan,335,2,Diesel,no,1999,5 Series,rear
BMW,58500,crossover,80,3,Diesel,yes,2013,5 Series,full
BMW,58500,crossover,80,3,Diesel,yes,2013,5 Series,full
BMW,3600,sedan,221,3,Diesel,no,2002,5 Series,rear
BMW,18000,crossover,280,3,Diesel,yes,2005,5 Series,full
BMW,5900,hatch,243,2,Petrol,no,2006,5 Series,
BMW,1400,sedan,260,1.8,Petrol,no,1996,5 Series,rear
BMW,22600,crossover,69,3,Petrol,no,2013,5 Series,full
BMW,16700,crossover,260,4.4,Petrol,yes,2003,5 Series,full
BMW,16100,crossover,194,3,Diesel,yes,2004,5 Series,full
BMW,46800,sedan,33,2,Diesel,yes,2014,5 Series,rear
BMW,15400,vagon,179,2,Diesel,yes,2007,5 Series,front
BMW,7400,sedan,285,4.4,Gas,yes,1997,5 Series,rear
BMW,12700,hatch,130,2,Petrol,yes,2007,5 Series,rear
BMW,12800,sedan,194,4.4,Gas,yes,2002,5 Series,rear
BMW,3500,hatch,1,2,Petrol,yes,2006,5 Series,rear
BMW,33500,sedan,1,1.5,Petrol,yes,2015,5 Series,rear
BMW,5000,sedan,305,2,Petrol,yes,1995,5 Series,rear
BMW,24999,vagon,24,2,Petrol,yes,2012,5 Series,rear
BMW,5000,sedan,400,2,Petrol,yes,1991,5 Series,rear
BMW,0,crossover,6,4.4,Petrol,yes,2016,5 Series,full
BMW,36900,crossover,82,3,Petrol,yes,2010,5 Series,full
BMW,8400,sedan,220,2.2,Gas,yes,2001,5 Series,rear
BMW,8850,vagon,280,2.5,Diesel,yes,2000,5 Series,rear
BMW,13700,sedan,122,2,Petrol,yes,2007,5 Series,rear
BMW,4800,vagon,400,2.5,Diesel,yes,1994,5 Series,rear
BMW,62900,crossover,1,2,Diesel,yes,2016,5 Series,full
BMW,47000,other,5,2,Petrol,yes,2014,5 Series,rear
BMW,8100,vagon,180,2,Diesel,no,2011,5 Series,front
BMW,19900,other,218,3,Petrol,yes,2007,5 Series,rear
BMW,34900,vagon,136,2,Diesel,yes,2012,5 Series,rear
BMW,21000,hatch,79,1.6,Petrol,yes,2013,5 Series,rear
BMW,6500,sedan,1,3,Petrol,yes,1995,5 Series,rear
BMW,45500,sedan,42,2,Diesel,yes,2014,5 Series,rear
BMW,11700,sedan,270,3,Diesel,yes,2003,5 Series,rear
BMW,5800,other,400,2,Petrol,yes,1998,5 Series,rear
BMW,31000,vagon,15,NA,Other,yes,2015,5 Series,front
BMW,4100,sedan,350,2.4,Diesel,yes,1992,5 Series,rear
BMW,8500,sedan,245,2.2,Petrol,yes,2002,5 Series,rear
BMW,11800,crossover,210,3,Diesel,no,2006,5 Series,full
BMW,3700,sedan,305,1.9,Petrol,no,2000,5 Series,rear
BMW,2800,sedan,300,1.8,Other,yes,1987,5 Series,rear
BMW,6499,other,230,3,Diesel,no,2002,5 Series,
BMW,0,sedan,145,2,Diesel,yes,2007,5 Series,rear
BMW,10800,other,191,2.2,Petrol,yes,2002,5 Series,rear
BMW,5800,sedan,270,4.4,Petrol,yes,1996,5 Series,rear
BMW,12500,crossover,176,3,Gas,yes,2002,5 Series,full
BMW,12800,sedan,140,2.2,Petrol,yes,2005,5 Series,rear
BMW,22500,other,100,3,Petrol,yes,2007,5 Series,rear
BMW,19000,crossover,215,3,Diesel,yes,2006,5 Series,full
BMW,17700,sedan,98,2,Petrol,yes,2011,5 Series,rear
BMW,51500,crossover,23,3,Petrol,yes,2013,5 Series,full
BMW,39900,crossover,82,3,Petrol,yes,2011,5 Series,full
BMW,18777,sedan,134,4.4,Petrol,yes,2005,5 Series,rear
BMW,4950,sedan,1,3,Petrol,yes,1996,5 Series,rear
BMW,23900,crossover,162,4.8,Petrol,yes,2007,5 Series,full
BMW,64999,sedan,15,3,Petrol,yes,2012,5 Series,rear
BMW,11900,sedan,1,2.8,Petrol,yes,2002,5 Series,rear
BMW,13000,sedan,90,5,Petrol,no,2008,5 Series,rear
BMW,37500,other,55,2,Petrol,yes,2014,5 Series,rear
BMW,18700,crossover,260,3,Diesel,yes,2006,5 Series,full
BMW,13950,crossover,278,3,Diesel,yes,2003,5 Series,full
BMW,19500,sedan,190,6,Petrol,yes,2004,5 Series,rear
BMW,52222,hatch,3,2,Diesel,yes,2016,5 Series,full
BMW,6699,sedan,299,2.2,Petrol,yes,2001,5 Series,rear
BMW,9100,sedan,230,2,Gas,yes,2004,5 Series,rear
BMW,3000,sedan,350,99.99,Other,yes,1992,5 Series,rear
BMW,17800,vagon,159,3,Diesel,yes,2008,5 Series,rear
BMW,7400,sedan,279,3.5,Gas,yes,1998,5 Series,rear
BMW,0,crossover,0,2,Diesel,yes,2016,X5,full
BMW,0,hatch,107,2,Petrol,yes,2006,118,rear
BMW,68500,sedan,43,4.4,Petrol,yes,2013,750,full
BMW,65000,crossover,58,4.4,Petrol,yes,2014,X5,full
BMW,18100,crossover,200,4.8,Petrol,yes,2005,X5,full
BMW,52300,sedan,55,3,Diesel,yes,2013,5 Series GT,full
BMW,8500,sedan,352,2.17,Petrol,yes,2001,520,front
BMW,2899,sedan,340,2.4,Diesel,yes,1988,524,rear
BMW,13000,sedan,193,3.6,Petrol,yes,2003,735,rear
BMW,5650,sedan,284,2,Petrol,yes,1998,520,rear
BMW,32500,vagon,162,3,Diesel,yes,2012,530,rear
BMW,9500,sedan,339,3,Diesel,yes,2001,530,rear
BMW,6500,sedan,272,2.8,Petrol,yes,1996,328,rear
BMW,34000,sedan,115,5,Petrol,yes,2008,750,full
BMW,4800,sedan,111,2.5,Gas,yes,1991,525,rear
BMW,27000,sedan,137,5,Other,yes,2005,M5,
BMW,10900,sedan,375,4.4,Gas,yes,2001,740,rear
BMW,22000,other,138,4.8,Petrol,yes,2007,650,rear
BMW,2700,other,287,2.5,Diesel,no,1998,525,rear
BMW,0,sedan,43,3,Petrol,yes,2011,535,
BMW,4099,sedan,50,2.5,Petrol,yes,1988,520,rear
BMW,3500,sedan,313,2.5,Diesel,yes,1994,325,rear
BMW,64900,crossover,73,3,Diesel,yes,2013,5 Series,full
BMW,7250,sedan,300,2.8,Petrol,yes,1999,528,rear
BMW,42000,crossover,128,4.4,Petrol,yes,2011,X5 M,full
BMW,15000,crossover,85,4.8,Petrol,no,2010,X5,full
BMW,8900,sedan,240,2,Diesel,yes,2001,320,rear
BMW,4300,other,280,2.5,Petrol,yes,1985,325,rear
BMW,23700,crossover,117,2,Diesel,yes,2010,X1,rear
BMW,40000,crossover,48,4.4,Petrol,yes,2009,X6,full
BMW,37500,crossover,110,4.4,Petrol,yes,2011,X6,full
BMW,9800,sedan,264,3,Diesel,yes,2001,530,rear
BMW,6300,sedan,270,3.5,Petrol,yes,1998,735,rear
BMW,6500,sedan,320,3,Gas,yes,2000,530,rear
BMW,6800,sedan,230,2,Petrol,yes,1998,520,rear
BMW,7700,sedan,326,2.8,Petrol,yes,1998,528,rear
BMW,0,crossover,0,3,Diesel,yes,2016,X5,full
BMW,51500,hatch,77,3,Petrol,yes,2012,535,full
BMW,42000,crossover,33,2,Petrol,yes,2014,X3,full
BMW,9999,sedan,271,3,Diesel,yes,2001,530,rear
BMW,45500,crossover,76,4.4,Petrol,yes,2010,530,full
BMW,5900,sedan,390,1.8,Gas,yes,1996,530,rear
BMW,133000,crossover,7,4.4,Petrol,yes,2015,530,full
BMW,0,crossover,0,3,Diesel,yes,2016,530,full
BMW,112000,sedan,16,3,Diesel,yes,2015,530,full
BMW,39000,crossover,38,3,Petrol,yes,2009,530,full
BMW,39500,crossover,115,4.4,Petrol,yes,2010,530,full
BMW,6800,sedan,297,2.5,Petrol,yes,2000,530,rear
BMW,24500,sedan,114,NA,Petrol,yes,2005,530,rear
BMW,30500,crossover,147,3,Diesel,yes,2008,530,full
BMW,52300,sedan,55,3,Diesel,yes,2013,530,full
BMW,10600,sedan,1,3,Diesel,yes,2000,530,rear
BMW,8700,sedan,355,3,Diesel,yes,2000,530,rear
BMW,32000,crossover,108,3,Petrol,yes,2008,530,full
BMW,6500,sedan,388,3.5,Petrol,yes,1998,530,rear
BMW,5900,sedan,10,2.8,Petrol,yes,1989,530,rear
BMW,7998,sedan,253,NA,Petrol,yes,1998,530,rear
BMW,17800,crossover,265,3,Diesel,yes,2005,530,full
BMW,41000,sedan,97,4.4,Petrol,yes,2011,530,full
BMW,6399,sedan,282,2,Petrol,yes,1995,530,rear
BMW,5300,sedan,204,1.8,Petrol,yes,1993,530,rear
BMW,37700,crossover,108,3,Petrol,yes,2011,530,full
BMW,3999,sedan,238,1.8,Petrol,yes,1996,530,rear
BMW,47777,crossover,142,3,Other,yes,2011,3 Series,full
BMW,85555,sedan,10,3,Other,yes,2015,3 Series,full
BMW,30000,sedan,78,3.8,Petrol,yes,1993,3 Series,rear
BMW,1900,vagon,285,2.5,Diesel,no,1997,3 Series,rear
BMW,0,sedan,99,4.4,Petrol,yes,2013,3 Series,full
BMW,5500,sedan,200,3.5,Gas,yes,1998,3 Series,rear
BMW,7100,sedan,313,2,Gas,yes,1997,3 Series,rear
BMW,8999,sedan,270,2.8,Petrol,yes,1998,3 Series,rear
BMW,47300,crossover,10,2,Diesel,yes,2016,3 Series,full
BMW,3990,sedan,350,2.5,Petrol,yes,1995,3 Series,rear
BMW,55500,crossover,90,3,Diesel,yes,2013,3 Series,full
BMW,22500,sedan,179,3,Diesel,yes,2007,3 Series,rear
BMW,9900,other,93,2.5,Petrol,yes,2003,3 Series,rear
BMW,39900,sedan,5,2,Petrol,yes,2016,3 Series,rear
BMW,115800,crossover,4,3,Diesel,yes,2016,3 Series,full
BMW,21700,sedan,259,3,Diesel,yes,2007,3 Series,rear
BMW,24500,crossover,170,3,Diesel,yes,2006,3 Series,full
BMW,20000,sedan,230,6,Petrol,yes,2008,3 Series,rear
BMW,16999,other,90,2.5,Petrol,yes,2008,3 Series,full
BMW,8300,sedan,197,3,Petrol,yes,2001,3 Series,rear
BMW,3800,sedan,278,2.9,Diesel,no,2001,3 Series,rear
BMW,3100,sedan,280,2,Diesel,no,1999,3 Series,rear
BMW,4100,sedan,200,2.7,Petrol,yes,1988,3 Series,rear
BMW,9700,sedan,250,2,Petrol,yes,2003,3 Series,rear
BMW,3000,sedan,294,2,Diesel,no,1999,3 Series,rear
BMW,16800,sedan,154,3,Petrol,yes,2006,3 Series,full
BMW,77000,other,64,4.4,Petrol,yes,2012,3 Series,
BMW,11800,sedan,218,2,Petrol,yes,2006,320,rear
BMW,4400,sedan,300,2,Petrol,yes,1995,520,rear
BMW,41500,crossover,176,3,Diesel,yes,2012,Series 1,full
BMW,5500,sedan,249,NA,Other,yes,1995,Series 1,rear
BMW,21335,other,105,3,Petrol,yes,2008,Series 1,rear
BMW,8100,sedan,245,2,Diesel,no,2007,Series 1,rear
BMW,2900,sedan,280,2.5,Diesel,no,1997,Series 1,rear
BMW,6800,sedan,325,NA,Other,no,2005,Series 1,
BMW,8900,vagon,274,2,Diesel,no,2007,Series 1,rear
BMW,2499,sedan,210,1.8,Petrol,no,2000,Series 1,rear
BMW,2200,sedan,290,1.6,Petrol,yes,1985,328,rear
BMW,77777,sedan,8,4.4,Petrol,yes,2014,328,full
BMW,2299,sedan,200,1.8,Petrol,no,1999,328,front
BMW,44800,sedan,63,4.4,Petrol,yes,2012,Series 1,rear
